id,puzzle,solution,time_sec,difficulty
1247676,3......6..92.....5.7..3.4....4685...........8...7..1........94....57.2.16..1.....,341957862892461375576832419914685723735214698268793154157328946489576231623149587,3.493,2.8
2716959,2.5.....8...1.7...7.4.6.....6...9.8......26.5...43..........3.6189...2.........1.,215394768896127543734568921361759482947812635528436197452981376189673254673245819,2.871,2.5
1766790,..62.7........942.9........4.....65.8.....2.....35.17...87.2.43..2..67...7.......,146287395785139426923465817437921658851674239269358174618792543392546781574813962,0.560,2.5
1556058,........7.92.3...547..5.68..5.9...3.9...8.5.6...7.....7.3.......29.14........2...,385461297692837145471259683158926734947183526236745819713598462529614378864372951,13.549,1.7
961168,.....5..41..2....93.59..2....8..9.3....8.4...7......8..3..51.....4......5.....916,829165374176243859345987261468579132253814697791326485932651748614798523587432916,12.981,2.4
277332,1..3.6...9....54.....4....37............23..6.53..9.....9..26..........1.21...754,147386529938215467265497813792641385814523976653879142479152638586734291321968754,9.143,1.8
1852272,..8..214.3..6.8.....1....5......6.8.2...4..1..1....6.7...923..........2.57.......,698572143345618792721394856957136284263847915814259637486923571139765428572481369,1.591,2.1
1983624,9....8..55.1...2..6.......47..5...2...8...6.3....8.7..8..1.7.6..43..5........4...,974628315531479286682351974716543829498712653325986741859137462243865197167294538,25.080,1.5
1664449,..5.4....4...2.569.8....7.47.....296.............648....27.1....1.8...7..9..3..8.,925647318471328569386519724743185296268973451159264837832791645614852973597436182,5.239,1.5
2683455,2...7.5.6......9..4.926..........8....3..2..1....416.59....31....86.......4..53..,281379546736154982459268713147536829563982471892741635975423168318697254624815397,15.591,1.6
1284139,.9.....16.6....4...7.5..3.96...3..8.....4...1.8.1..9.4..52.68......1.....3.7.....,593824716261379458478561329614932587759648231382157964145296873827413695936785142,6.262,2.0
1689045,.1.5...4....94..........9.6....8..59..43.58.....7...21.852.4...23..........87....,913567248876942135542138976627481359194325867358796421785214693231659784469873512,12.762,2.5
690270,97..81...4.8.....7..64.......25.....8.9....51....43..25......6....7...94...2.....,975381426418962537326475819732519648849627351651843972587194263263758194194236785,15.863,1.7
307844,.2...75..9.13...67...6......7..2.9.5.3...8.7...2........7...2.6.....3..9...25....,623187594951342867748695321876421935439568172512739648387914256265873419194256783,69.645,2.0
1207343,.5......76.9....2..735.........42..3..7.5.4...2.8.1........3.69...2.68...8.......,251968347649317528873524691968742153137659482425831976512483769394276815786195234,11.209,2.1
871433,..3....78........5.....82.......54..5....6.2.427....9.6..4....3..91.....7.5....6.,293514678874629315156738249968275431531946827427381596612457983389162754745893162,10.724,2.8
2971790,....36...58..........4....17...6.9.5.495..2.....37..4.967.........8....9..2...3..,271936458584712693396458721738264915649581237125379846967143582453827169812695374,8.182,2.5
1297472,7.....6.....7.5..2.2..8.4.....23...7..81......9.....8..62.73..1....2.9.51........,734912658689745312521386479416238597378159264295467183962573841847621935153894726,1.871,1.1
414704,1...7.83....4..65...............2.8...1.93......5.7..2..5.1.7.8....8...9.97...3..,126975834739428651458631297574162983261893475983547162645319728312786549897254316,5.995,2.7
2652629,64.2....8.3...1....9.....2....815...1.3...5.9.......4.8....91....9...7....57.....,647253918238941657591687423964815372183472569752396841876529134329164785415738296,73.758,1.8
2002123,......9.1..5....8.8..19..37.3...2..5...3..1..7....8.......7.3..19....6....24..8..,347856921915723486826194537438912765259367148761548293584679312193285674672431859,7.529,1.2
2038595,.....71.69.5......8.....3.4..4.29...32.7.4.....1.....8...64......3...2......5..3.,432587196915436872876192354564829713328714569791365428257643981683971245149258637,0.535,1.5
2239660,.74.1..8.....34..9...6.....6...8.4..912.....7......6...6....935.3...9...1...2....,574912386826734519391658274653287491912346857487195623268471935735869142149523768,21.570,1.3
351501,...2....1.2....47.7.48..3....23...4615....2...9...5......4.695...7.....4.......1.,365247891928163475714859362872391546156784239493625187281476953537918624649532718,13.261,2.1
1988060,..7..5....9.....4.....7.1...4..3.....3.4.2..96....9..8....93...1.....2..4..8..5..,817345926596281347324976185941638752738452619652719438275193864189564273463827591,0.506,2.7
1938811,.....5..4....9...3.41..36.87...6.8..8.3..7...6......1..........23...84....75.1...,326815794578496123941723658754169832813257946692384517189642375235978461467531289,3.560,2.0
1098248,47..8.3....35..8.....3...7.....3...1..1..5....9...6...7.8.2..9.........6..6.18..5,475281369963547812812369574687432951231895647594176238758624193129753486346918725,8.666,2.0
617875,9....7...35..12..9.7.4...3...1.2..93..9....6.......7.2...5.....5.6.......2..836..,914357286358612479672498135741826593239745861865139742483561927596274318127983654,21.987,1.2
398177,8..4...6....5....3.6.7..15.2.3.........215........7.95.4......9.1..8...........34,835421967721596483469738152253849671976215348184367295542673819317984526698152734,17.403,2.0
726841,94....7.....3......3....425...87.....51....39.......5..28.9..6..9...1.......865..,945268713217354986836917425369875241751642839482139657528793164694521378173486592,10.088,1.3
603398,4..5.9.....2.7.9..........8.134...62.5......1..8..6.....1..87....9...24..2.......,487569123632871954195324678913487562756932481248156397561248739879613245324795816,139.209,3.0
2902221,7...2.6....8........9.3..4......8.1....2..7..37.5..9.6.2..945...1...6.....7......,734825691268419375159637842645978213981263754372541986826194537513786429497352168,68.905,2.3
841845,...5.7...4.......2.3..1.9..6..7....12....958...43......6....4...15.3.6......6...5,826597134491683752537412968659728341273149586184356297968275413715834629342961875,30.312,1.2
240581,.........24..16.7....4.5..1..7....35..82..6...94..1....5..........7.29..8...64.2.,915873246243916578786425391127698435538247619694351782452139867361782954879564123,11.814,2.2
2867956,4.7.6....5...3.92....1..67..4.....1..5.6..7....9..4.53...9.1......7..5.........3.,417269385586437921293158674742395816358612749169874253835921467621743598974586132,3.425,2.1
722705,8..2..1...4...5.....2.4...9.7.1......3.8..92...8..2.7...53.7....8..9.....16...5..,859263147147985236362741859274159368631874925598632471925317684483596712716428593,7.264,2.1
2387484,....1...3.87.96.1....4.8..9...3..8....6..7....5368....4.5..397..7..4...1..8.....5,964712583387596214512438769791324856846957132253681497425163978679845321138279645,6.290,1.9
270901,...1.......6....4.5.2.4...1.612..83..5.3....6...58..7.1...7.....8.6...9..2...3..8,478162953916835247532749681761294835859317426243586179195478362387621594624953718,6.429,2.6
400876,.8......952...91..9.......5..5.6..811.98..6.4..4.............7.....1.5.3..3.2....,387145269526389147941276835235964781179832654864751392612593478498617523753428916,34.688,1.5
1744492,.7..8.14...81...96..4.6....7....9..8.....52...213..4.......756.6.......3.........,576983142238154796194762385753249618469815237821376459982437561647591823315628974,12.952,2.1
1380369,...4.1........9..7.7......35.6..42..7..2....14..7.3.....9.8...531...78.........6.,853471926164329587972568413536814279798256341421793658649182735315647892287935164,9.222,1.6
1551699,.76..5....4....6..1.5.......8.6...59.124...3....7......5.28..7.6...3....82...4..1,276145398948327615135869427784613259512498736369752184451286973697531842823974561,2.777,2.2
2955168,..5.....7.3.7..4...9...5....1..79......45..2....2.8.1..6.....3.4.2...9..8...1...6,625194387138726495794835162216379854387451629549268713961547238452683971873912546,0.997,1.2
1162521,26.53...8..4..7.1.8......6..7..8.1....29..7.56........5.....6.2.......4.18.2.....,261539478354867219897421563975384126432916785618752394549178632723695841186243957,0.842,1.5
1954935,.1...4.8.....37......9.....5...1.9....3...8.276..4...32.5..31.8..7..24..........9,319654287452837691876921354524318976193576842768249513245793168987162435631485729,2.479,2.2
157834,.....48....975.....47..9..1.82..37..3.......6......1..........7..32...8...836.5..,635124879819756423247839651182693745374581296956472138521948367763215984498367512,24.183,2.3
1128676,9..8....5..1...4..3....918........18...23....83.9...5..59.43......5.7...........6,974821635681375429325469187492756318517238964836914752259643871168597243743182596,6.057,1.4
1759976,4.......1..7.2....31....4..2.3.9.5.....4...62...8..9.4.2....6...85....9.......17.,462983751957124836318567429243691587891475362576832914729318645185746293634259178,9.021,1.7
2445597,......8.4.3...5.1...6.32......9.6...19...........8.3..6...5.28.7.....4...4......9,521769834937845612486132975375926148198374526264581397619457283753298461842613759,7.444,1.5
319518,7......2....38..59.....6..4....7...6..76.89...4.1....55....1..8.9.4....1......4..,789514623461382759235796184918275346357648912642139875574961238893427561126853497,85.365,1.6
1955305,3....17..2.7.53.6.6......1.7..4..981..8..7..2.......5..3...8...4.59.......6......,384691725217853469659724813762435981598167342143289657931548276425976138876312594,8.628,1.8
1441045,.6...5..1...12......5...8...8..4.9.6..49...1......8....2.8.....95.3..7..67.....3.,369785421847129653215634897182543976534976218796218345423857169951362784678491532,9.362,1.4
2931493,986.....11...86........3..42.4........1.64....9....2.......9.3.7..842....2....5..,986425371143786925572913864264397158851264793397158246618579432735842619429631587,12.807,1.3
584756,51......33.....6....7.6..5..7...8.9..5.1..8....9...........7..4....541....42.63..,516492783328571649947863251471638592652149837839725416285317964763954128194286375,40.358,2.1
806837,...1.53..1.8.3......4.....5.....728...1....3..62.....4......9.8...6.9...3...24...,729185346158436792634972815943567281571248639862391574416753928287619453395824167,4.235,1.5
2474777,.579.....9....6....6...38.4...1.26..8...9..12..........38..7...4......23......7..,357984261984216537261573894793142685846795312512638479138427956475869123629351748,22.750,2.3
462905,....7....7251..........354..1...9...4..65.1..3.8..24....9.......7..3...954.....8.,634875912725194368981263547216349875497658123358712496169587234872431659543926781,19.930,1.9
164441,45..3..2...349..6...2......6...5...3..5.8.7...7....9..3....4.78..1......7..8.....,457638129813492567962175834694751283235986741178243956329514678581367492746829315,2.005,1.3
1717907,.25.6.....8....5....3.7..26......4517.........4...9.8......6938...8...4.5..1.....,925368714687214593413975826869732451752481369341659287174526938236897145598143672,1.085,1.9
1621633,91..7..3......4..9.7...6..5....837....2...4....8.679...57.3....1...........5.9...,915872634623154879874396125591483762762915483348267951457631298139728546286549317,5.180,1.7
2679867,..3....17....3.8...4.9.6....71.....3.9....7.6..2.5....1....59......2.561...6.....,923584617615237894847916235571869423398142756462753189186375942739428561254691378,35.597,2.0
44802,68...23.....9..2.8.....1...7.....8.5...7.69...3......42...3..9.....8.....15..4...,687452319541973268923861547764319825852746931139528674278135496496287153315694782,6.356,2.1
2877250,.96..1..8..........41...9...5.9...624...3......8.45.7...935.8..6......5.7...8....,596421738872593614341867925153978462467132589928645371219356847684719253735284196,1.975,2.0
586413,......39.7.....6...9...2.1.9..7....6.3..2...4....3.9..31...4.62.4...5......68....,162457398784391625593862417951748236836129754427536981318974562649215873275683149,3.074,1.8
878692,6..5....4.......8....861.....7..5.12.157.....2.4..376.4...9.8.....2....6......92.,628539174531472689749861253867945312315726498294183765452697831973218546186354927,28.906,2.0
629411,...68...1.1....6......579.2142.....5.3.9..........2.8.7.5.9....6.............57..,259683471317429658864157932142876395538914267976532184725391846691748523483265719,26.111,1.2
748809,4.2.6.5.91...7...6.....8.74..4..1....3...........492....6.....55...2.69.9..8.....,472163589198475326365298174724631958639582417851749263246917835587324691913856742,44.408,1.6
1657715,9..3.7..6.3...9....146......6...15..1.35............372.....6.5..1....9.7..1..2..,982317456637459821514682379869731542173524968425896137248973615351268794796145283,9.694,1.5
609223,....8.1.3.67...9...15.2......1.....67.2.5.89....8...219........6.49.5......23....,249687153367541982815329647581492376732156894496873521923768415674915238158234769,2.473,1.9
1580428,.4..3............8....6.2315....1.6..7.4....3......5...9.857...3...2...9.6.....1.,147238695632519478859764231528371964976485123413692587291857346384126759765943812,88.588,2.3
2804311,...3...6...3..51....526.........368..9...85..7......24...7....9.7.......6....9.5.,927314865463895172185267493514923687296478531738651924351786249879542316642139758,164.609,1.2
946682,4....6..7.3..97..11.....6.........5..5..8.7....2....8.6.83.19....7264.........3..,489516237236897541175423698863749152954182763712635489628351974397264815541978326,3.187,2.3
2151697,746.........5......2....1.3.31.9.58.4.....3......8...9.....86.7...9......8.2.4...,746813295319526748825749163231497586498651372567382419954138627172965834683274951,6.968,2.0
2771290,9..7....3.....98.12.4.3.........24.7.9.8.........4..5.......5....29......87.21...,958714623376259841214638795861592437495873216723146958149367582632985174587421369,4.068,1.2
250924,...5.679.....2.....47.....315...7...3..6.......29....8.21..8.4..6.......5.4....6.,283546791915723486647891253156487329398612574472935618721368945869254137534179862,12.341,2.7
2845195,..5.6..........57.98......2..8.53.4....19.7...2....9..35...7.....1.29.......4.15.,745261893216938574983475612698753241534192768127684935359817426461529387872346159,0.387,3.0
2757565,....2...86......1.58....67......7.........891..9..8..32...9....3.51....21..3...8.,917526348643879215582431679831957426756243891429618753268795134375184962194362587,12.921,1.9
2358331,..4..75..........7.6.98...24.9..2..66..5.........3.2.....8....5.1....83....7...6.,194267583825314697763985412489172356632548971571639248346891725217456839958723164,3.575,2.6
1645040,3.....5...21....4.7.92...8...8.23.1....9.8.....26.......786......3..2..7..64..9.1,364781592821395746759246183478523619635918274192674358217869435943152867586437921,4.351,2.0
2774009,.3..4....4..72......2..96.......7862......3......6...........317.6..5.8...92...4.,937546128468721953152389674593417862684952317271863495825694731746135289319278546,41.757,1.2
1188169,..91....46...5....75...36....4...8...85...34...6..2..59.......2.......8....831...,829167534643958271751243698174395826285716349396482715938574162517629483462831957,1.773,1.3
1671956,..63.9...19.8.2.....................38.2...9742......1...7..4.....91.6...4.....89,276359814194862735538471926965137248381246597427598361619783452852914673743625189,12.233,1.2
268476,5...2.......49......4..1....3.682..7.5....2......3.4.832.7.4..5......7....8...9..,593826174716495382284371659431682597857149236962537418329714865145968723678253941,7.109,1.6
804240,.....95.....34....8..2...69.4......53..9...2..2.1.6...261...3...9.8....4......2.1,412679583659348712837215469146782935378954126925136847261497358593821674784563291,4.419,2.1
2971510,2.....6..8.4..275..5..41.9...6..3.4..85...9............3.....2....7.48...79.8....,213579684894362751657841293726953148385417962941628375438196527562734819179285436,14.900,2.8
1479861,6.83....1.............16..74.5........793......6..7.89..4.7.1..53.....2......5.4.,678342951153798264942516837495681372827934516316257489264873195531469728789125643,1.919,2.5
1814863,......36....6.2....2..5.9.7.4..6.....1.9.3..897....2..23..4...18...1....7.....5..,185794362497632185326158947548261793612973458973485216239546871854317629761829534,19.618,1.1
1028361,..8....3.9........46.7.......6..8.......2349.5..4..7.....2.9......3.6975.5....8..,718695234932814657465732189246978513871523496593461728687259341124386975359147862,6.357,1.5
819914,3..8.5..4.18........5....9..3..7.94....5....35.....2.1.91..7........1..8.4....3..,372895164918764532465123897136278945724519683589436271291387456653941728847652319,38.894,2.2
347678,5......293...5..8.7.9.1..4....1.9......58.7..96..3...8..8......4.........31..4.6.,586473129314952687729618543872149356143586792965237418658321974497865231231794865,5.890,1.7
369554,.1..24.....9......6..3..1...53..1..9........4..6.35..8..1..........6.7..74.98....,817524936539618427624379185253841679178296354496735218361457892985162743742983561,16.623,1.5
555231,.92..6....1.........63...41......7.4..9..8....7..4.9.5..7.........853..6..4.7..3.,392416857415287369786395241168539724549728613273641985837164592921853476654972138,4.007,1.2
2724201,85....9....93..1.67..9...8......5..3..6.3.....4......56...1.....827........4..7.2,851624937429378156763951284298145673516837429347296815674512398982763541135489762,19.743,1.1
1482119,..3.7.2...41.8.........38..9267.4..3.74..........3.......1.5.47..2.......1.94....,853476291241589736769213854926754183374891625185632479638125947492367518517948362,8.873,2.3
2611991,4...6..78.6.......2..71.4..........658.....9..4.1.2....3....9....143......2....8.,415369278367824519298715463129583746583647192746192835834276951951438627672951384,6.928,2.7
1078964,....6...1..4...6.3....1..2.9.1.....5....25.4...51.3..883...4....46.58.3.5........,283469751714582693659317824921846375368725149475193268832974516146258937597631482,12.152,1.3
1633648,8....3..9.2..5...61..8.......2.....1..7...9.....18.4.....9..3..3....6..5..67...1.,854623179729451836163897542982374651417562983635189427271945368348216795596738214,0.648,1.4
387139,..........241...7.3...8.29..91..4...5.2.9.68.8...........3.2...2.......5....6...4,786259413924136578315487296691824357542793681873615942458372169267941835139568724,26.668,1.8
368767,7...2.6.....6.5.......3.1.5.........2.4...8.....29..4.62...851.....1...9.793..2..,735421698981675432462839175317584926294167853856293741623948517548712369179356284,7.060,1.7
1107838,6..7...1.1.9....7.....14.5.2.........9..5......18..6.4......5..97....2..46...9..3,654798312129536478783214956247961835896453127531872694312687549978345261465129783,14.145,1.4
1922740,98....7....7.4...5.......86276..1..3.4.8..1.....2.5...59.............4....237....,981653742627948315453712986276491853345867129819235674594186237738529461162374598,1.614,1.8
1285392,..5......6.....154......86.5...79...46.....9.....5..71..3.9....1.6..7..2.2..483..,985164237672983154314725869531479628467812593298356471853291746146537982729648315,8.857,2.3
1187447,..8..3.5..7.....413.....7.....34..1........6..9..7.8....9.6...3..5.19....1....6..,148723956972586341356194728267348519483951267591672834729465183635819472814237695,24.449,2.3
99612,.7.......2..64..7..8..71..33......19........2.49.3...7..2..3......8..94.614......,975382164231649875486571293328764519567198432149235687892413756753826941614957328,20.082,2.1
103236,....1....7.19..6...3...7.49..48....5.....583..7..........6.....89.....72.4..7....,489316257721954683635287149314869725962745831578123496257698314896431572143572968,9.734,2.1
2513869,.......6...23.91..8...14.....4..2.........85..7..8...47..9...83....5..1..39.4....,413825967652379148897614532584132796326497851971586324745961283268753419139248675,6.369,2.0
1580477,4....2...2..435....37...9.....9..8..7.8.1...6.2..8...9.....9.7..4...1......62..5.,416792385289435167537168924364957812798214536125386749653849271842571693971623458,0.964,1.5
1695163,.9.........2.351...3.8.62..28.....4...4.....7......83..7.1.....84.....7.....93...,598241763762935184431876295283617549954328617617459832375184926849562371126793458,40.111,2.0
1900096,2..9.6.......5.87....7..16.7.....9.1...6.3....5....4...36....1.....9..8..4...5...,287916345613254879495738162764582931129643758358179426936827514572491683841365297,3.076,2.3
2173689,.6.1....2.......3.5......74..7..2.......1758.9...........8.5...3...4...9.45.6....,763154892492678135518293674857432961624917583931586427179825346386741259245369718,201.925,3.0
1343868,1.3...8.7.5.3.....7....9....71.......2..9..3.4...56.....216..8......7......9.26.1,193624857254378916768519324871243569625791438439856172942165783316487295587932641,123.172,2.3
2176596,.....63..6..35.7....91....57..........17..83......94...8.....2953..7.....6.......,275496381618352794349187265723814956491765832856239417187643529532971648964528173,0.873,1.1
2376371,...62....9.735....1.......28..43.......51.8.9..49.8.............4387.5...5......7,438621975927354618165789432892437156376512849514968723781295364243876591659143287,8.308,1.1
697527,..3.1.5.4..5.......8...........93....3.4.62......52..1..89.5.63......8..12.8....9,963218574415367928287549316672193485531486297894752631748925163359671842126834759,7.271,2.0
2259695,4.6..7...7....5....3.....123..9....16.24..9....8.1..5.........6.....4......86.527,426187395791235648835649712354972861612458973978316254287591436563724189149863527,13.088,2.7
1104907,................722...8.951.81.4....4..2..59...........9...6...6379.2.8...835....,719523846845169372263487951981645237476231598352798614594876123637912485128354769,2.848,1.2
992271,5...9.....8.5....946.27....7.58...6.8.2.3..7...4.2.5..............7..2.3....5.147,573198426281564739469273815795841362812635974634927581357412698146789253928356147,1.571,1.7
2848551,.....4......7.8...56....4.1..7.5.2.3..1...9.....1.....8...2.569....8......93.5.2.,732514698194768352568932471947856213351247986286193745873421569425689137619375824,20.341,2.8
421619,8.....19645.....78.....9....1.32...9.2....4..7....4....3.......9..68..3...2.9....,873245196459136278261879345614327859325968417798514623136752984947681532582493761,1.776,2.0
2503124,.....43.......1...937.68.........97.6...7...3..34..8.557.....89..8........6.9.4..,162754398845931726937268514451386972689572143723419865574123689398647251216895437,22.750,3.0
2186359,.9...6...7.8.9...13..8.25.....3..7..2.4.......7.....4..8....4165.2.....9.....4.5.,495136872728495631361872594659341728214758963873269145987523416542617389136984257,46.126,2.8
54659,.....68....9571.......9.5...2.6...8.41.....6.7...3...9...3..1..1....4.5..6..8...4,375246891289571643641893572923615487418729365756438219894357126132964758567182934,3.566,2.5
1838145,...42.73......8.54....9.....94....231...7.9...35........19...7..6..1....3..6...4.,518426739976138254243795681794561823182374965635289417851942376467813592329657148,1.563,2.0
118158,.........5....7.1.781..6.3.......5.2.3.2.8......7......5......36...2...482.39.6..,394182765562937418781546239178463592936258147245719386459671823613825974827394651,10.854,1.3
1175510,..2..7.45..........5...63....5.......2.4..871.......32..96..4...7..1.6..8..2...53,362987145791543286458126397185732964623459871947861532239675418574318629816294753,22.197,2.2
2048299,...782...4........7....5.....6.7.3.....6489...5...3..4........1..21..759..7....2.,395782146428361597761495238146579382273648915859213674534927861682134759917856423,16.755,2.7
220345,9....26.8...47..5.4..9.....8...5.....4..69.1.5.6....2...1.3...4....2..7....8.....,975312648138476259462985137817253496243769815596148723621537984389624571754891362,37.491,1.4
1745570,.1..3...4..49..35....1..9...93...8.......5.9...6..7...98..4.7....7..94......6....,519638274864972351372154968793416825148325697256897143985241736637589412421763589,59.014,2.2
771068,.......3746.5.........3.2.4....5.67...98.........2..511...63...7....8.1.93.......,291486537463572198587931264812354679659817423374629851128763945745298316936145782,1.663,1.5
622517,.3.4...5.......2......61.3.46..12...1.7.....23.....9.....6....4..5.7.....7.59....,231487659746935218598261437469312785157849362382756941913628574625174893874593126,2.797,2.6
1501454,.82...3...36..8.7.....7....2.1.39..5..9.1...7.....64..9.8...5423...5..1..........,782941356136528974495673128241739865869415237573286491918367542327854619654192783,22.286,1.4
1122084,2...8..7...73..6.54....2.....4.59...6.......7....13.......3..8......1..2..94..1..,235186479817394625496572831374659218651248397928713546162935784743861952589427163,4.712,2.2
883231,7...3.....5...1.973....7.....7..2..4.3.4..9..2......6....5.86....6.....1....49.2.,762934185854261397319857246697182534538476912241395768423518679986723451175649823,25.048,1.4
96378,....7236.38.9............54..4..96.27..1........46....2.3.....691.....2........7.,491572368385946217672381954134759682768123549529468731253817496917634825846295173,23.081,2.2
86297,..1...3.6...7.5..........59.7...2..14869.......9.......2.......9...47.1...469...8,541829376893765142762134859375482961486951237219376584627518493938247615154693728,30.974,2.9
2458402,.......9..2.1.....9..678....5...4..1.6...5..734.9.........4.8.....7....92.83..1..,781423596426159783935678214857264931169835427342917658693541872514782369278396145,15.019,1.1
2662379,....21..7...8..45...6....9..7..9....16...8...3.....8.97.....5.2....65....8.7.....,954621387217839456836457291578193624169248735342576819791384562423965178685712943,9.343,2.8
1498708,3...8.9.7.8.5..1.6....6...5.....2.....439....9.7........643..2..7....5...4......1,365281947782549136491763285658172493124396758937854612516437829273918564849625371,6.480,1.1
1289113,29.7.......4.85.....69..24..4....6...12....9.....3...1....9.3.....1...8..8....1.5,291746853734285916856913247947521638312678594568439721175894362623157489489362175,17.099,2.2
2512044,...4.7.9...8.5....17...6....9...415.2.6..94......8.....4...........38..26.1......,563427891928351764174896235397264158286519473415783926842675319759138642631942587,10.014,2.4
1221267,..49.1.....3...4.8....8..916..1....5....6.3...9.5.8...4.62.....8..4.5.3..3.....7.,784921563913657428265384791647132985158769342392548617476213859829475136531896274,0.636,1.4
1211895,.3.4..6.....6...5..5.9...47..1..7....94.....82.....3....38.....5...91....1......4,932475681478612953156938247361287495794563128285149376623854719547391862819726534,24.533,2.3
2177749,....2...5.....54.8....6.2...5928...73......1.8...31.............28.5....96..1.3..,637428195291375468485169273159284637372596814846731529513942786728653941964817352,51.302,1.7
25723,9............94..8.4..81...6..5.......54..7...3.27.15...6.2..3.........9173......,968752314751394268342681597687513942215469783439278156596827431824135679173946825,14.707,2.4
2677576,....2......1..486.9.27.....5479..1......37.4..8..1...........75..43...8......9..3,468123759731594862952768314547982136129637548386415297893241675274356981615879423,7.029,1.5
1764216,...5....91...36....2....3..4.....7.26.2..1..5..1....9.........4...1.4.56..7..5.8.,763512849194836527825749361489653712672981435351427698516398274238174956947265183,7.004,1.4
2002303,74..........2.9.....6.....1.1.....8...7.....6..974.2.....5..1.3.3..18.97.....64..,748165932351289674296374851413652789527891346869743215984527163632418597175936428,1.534,1.9
1818059,.8...57.4..4.786..7.13..........4.....26....1.4.9..2.3.1.49..5.2.....3....8.....6,389265714524178639761349528136724985952683471847951263613497852295816347478532196,0.802,1.3
2517654,.7.69..4...8......6..3..5.....4......6..7..3.12..8.9....5...1.2.1392.4...........,572691843438257691691348527359462718864179235127583964945836172713925486286714359,6.775,2.3
1147960,...6........972.641...83....2...9..6..8.5.27.435.............9...9.....83.6...7.5,942615837583972164167483529721839456698154273435726981874561392259347618316298745,21.234,1.9
2526513,.9...748.1.8....6.....9....83..6.......12..7..4...36....5.....4....167..9..5.....,293657481158432967476891523832765149569124378741983652625379814384216795917548236,1.490,1.8
1537830,...6....1..2....85..34..26.32...9.....452.....6......3..189....48..7.........59..,758632491642917385193458267327169854814523679965784123531896742489271536276345918,15.601,1.8
928477,.92............38.....5...718.3.925.7......69...1......6.......4.78.2........5.9.,392487516574916382618253947186379254743528169925164873869731425457892631231645798,29.051,2.6
1587832,....7.68..9.5...2.....86...17.........29.73.6....5.2...4.8..5.1..6.3...........9.,231479685698513427754286139173628954582947316469351278347892561916735842825164793,5.089,1.7
2941777,..3.....2..9....3.8..9.....6.4..2.5..1...89..5..6.....46..8.......17.36.3...6...5,753816492149527638826934517634792851217358946598641723465283179982175364371469285,5.028,1.7
2508894,....87...8.294...6.1.5.....1.6.2.94....4...71..8...5..2.1..5..........6.9.....7..,593687124872941356614532897156723948329458671748196532261375489437819265985264713,2.633,1.4
83770,7...2.3..4.6.35...2..7.....1......3...5843.....2...9.7....1.482....7..9....5.2...,758421369416935278293768154164297835975843621382156947537619482821374596649582713,18.829,1.8
1557891,....9....94...5.1......46...7...2..4.5.8...9.1.6...2....2.783..6........5....1...,861297543943685712725314689379152864254836197186749235412978356698523471537461928,19.061,3.0
2797305,..47.8.9.79.........1.......6....5..5...82..12....3.6..2....9.......467....82..14,354718296792465138681239457168947523539682741247153869426371985813594672975826314,12.949,1.7
2589840,.....5.......6.2....94....5.4...2...6..3....75...1..23.6....7..4.2.7398..8...4...,836295174154867239279431865743952618621348597598716423365189742412573986987624351,2.402,1.6
2977783,3.78..2.......5..1.6..3.4.......9.2.........8.3..18..9...96.....26...1....1.7..4.,317846295482795631569132487178659324694327518235418769743961852926584173851273946,18.522,1.4
1208346,.9..7.3..........46...1.75...6...9...28..5......3....29.54....7....3.8..8..76..3.,591874326783256194642913758456127983328695471179348562935482617267531849814769235,6.521,2.6
2387309,..........6..92..1.73....5.........77.4...13....8.5.....8.5.3.93...6....6......4.,812547693465392871973186254526413987784629135139875426248751369397264518651938742,90.323,2.9
2338981,5........8...3..4..1..6.3....4.....6.8.149....718.....96....8......81..3...5...7.,543218967826937541719465328294753186685149732371826459962374815457681293138592674,4.384,1.2
1490040,.....75......6...27.89..........4...58.63.....6.....291.7.2........45..7..3...6.4,629417583415863792738952146971284365582639471364571829147326958896145237253798614,4.784,2.5
1639414,..5.87....4..2..8.1.......3...56............9.9.7.2.....23..7.5.1..7.6.86....1..4,365987142749123586128654973831569427276418359594732861982346715413275698657891234,5.770,2.0
1162863,.15....2.3...8........7.6..863.5...4.5...8.9.........21....6....2......5.8.1..7..,615349827372681459948275631863952174254718396791463582137596248426837915589124763,3.534,2.7
1846530,.3..18.2..8....71...42...5.9...51....18..43..4...................683.2......97.4.,539718624682549713174263958967351482218974365453682179891426537746835291325197846,2.734,1.9
225169,...37.........9.1534.....9.2.5...7....85........6..1.27....32.94........8....1.3.,519376428687429315342158697265914783178532946934687152751843269493265871826791534,0.597,1.8
600171,.....6.2.....7...8.735.8.......6.1.4.2.....5.....956...5.....6.4.1...8....2.395..,948316725265974318173528496539267184826143957714895632357481269491652873682739541,1.096,1.5
381441,....7..1.2.69...8...5.62...45......1..7...6...6.82...4..3...1......45.7.....8.9..,934578216276914583185362497459736821827451639361829754543297168698145372712683945,3.103,1.2
2960819,.6.5..8....4..9...8.....59..2.16...4.......1..4..7...5...4...632.8..3.5.......1..,962531847754829631813746592329165784587294316641378925195487263278613459436952178,26.676,2.7
2227549,9......3.8....57..6.24.8..5157.8..2.....543......2..7..........5.9.4..8..8...6..7,975261834814935762632478195157683429298754316463129578746812953529347681381596247,2.449,2.6
910707,.7....83............65932..5.71.2.....4.6.......9.5.1.....2...91.....4...82.7....,975214836231786945846593271597142368314867592628935714753421689169358427482679153,14.758,1.7
